来源平台,记录类型,是否直接需求,标题,买家/采购机构,国家,供应商/历史成交方,产品关键词,产品形态,发布日期,截止时间,需求描述,数量,试单数量,持续需求量,采购频率,金额,等级/认证/OEM,用途,包装,温控要求,报价要求,MOQ要求,样品要求,贸易术语,目的地,交期要求,紧急程度,长期意向,验证状态,产品匹配状态,联系门槛,原始来源链接,说明链接,附件链接,抓取时间,快照SHA256,备注
go4worldbusiness_us,BUYER_DIRECTORY_ENTRY,否,Nbs Ingredients Inc,Nbs Ingredients Inc,US,,blueberry | tea | food,,Nov-05-20,,"Essentail natural pressed oils including:, amaranth, black caster, black seed, calendula, carrot seed, chamomile, cucumber seed, cyperus, fenugreek seed, grape seed, henna, jojoba, lettuce seed, mahaleb, milk thistle, parsley, pomegrante seed, primrose, rosehip, and watercress seed",,,,,,,,,,,,,,,,,,UNVERIFIED_DIRECTORY_CLAIM,背景证据,public_channel_or_unknown,https://www.go4worldbusiness.com/member/view/3117644/nbs-ingredients-inc.html,,,,,不能单独证明当前采购需求
go4worldbusiness_us,BUYER_DIRECTORY_ENTRY,否,South Pacific Wholesalers And Inc,South Pacific Wholesalers And Inc,US,,blueberry | tea | food,powder,Apr-15-21,,"Organic noni juice, noni juice, noni powder, noni leaf powder noni fruit oil, noni leaf oil, noni soap, noni fruit capsules tamanu oil , candlenut oil, cow bean, yard bean, drumstick jackfruit, breadfruit, taro, cassava white, cassava yellow taro leaves, drumstick leaves, pineapple ananas comosus, frozen, whole, sliced, negotiable, banana, musa acuminata, frozen, peeled, negotiable",,,,,,,,,,,,,,,,,,UNVERIFIED_DIRECTORY_CLAIM,背景证据,public_channel_or_unknown,https://www.go4worldbusiness.com/member/view/3281450/south-pacific-wholesalers-and-inc.html,,,,,不能单独证明当前采购需求
go4worldbusiness_us,BUYER_DIRECTORY_ENTRY,否,Jai Development,Jai Development,US,,blueberry | tea | food,,Mar-14-22,,"Frozen Fruit Pulps (Passion Fruit, Mango, Pineapple, Papaya, Avocado, Coco, Guava, Soursop, Blackberry, Tamarid, Lulo, Tamarillo); Fruit And Vegetable Smoothies With Superfoods, Frozen Fruit Chunks, Frozen Cassava, Cassava Croquettes, Cassava Pieces, Snacks: Green And Sweet Platain Chips, Cassava Chips, Sweeteners: Organic And Regular Sugarcane, Raw And Sugar, Other: Podwer Cocoa Drink, Guava Desserts.",,,,,,,smoothies,,,,,,,,,,,UNVERIFIED_DIRECTORY_CLAIM,背景证据,public_channel_or_unknown,https://www.go4worldbusiness.com/member/view/3570471/jai-development.html,,,,,不能单独证明当前采购需求
go4worldbusiness_us,BUYER_DIRECTORY_ENTRY,否,Hanna Paks Farm,Hanna Paks Farm,US,,blueberry | tea,,Feb-08-21,,"Fresh fruits like hass avocado, pineapple, banana. strawberry, blackberry iqf fruit. frozen fruit pulp 23 flavors: soursop, pineapple, strawberry, blackberry, banana, peach, papaya, lemon, orange, tangerine, guyaba, mango, borojo, passion fruit, tamarind,",,,,,,,,,,,,,,,,,,UNVERIFIED_DIRECTORY_CLAIM,背景证据,public_channel_or_unknown,https://www.go4worldbusiness.com/member/view/3211883/hanna-paks-farm.html,,,,,不能单独证明当前采购需求
usaspending,HISTORICAL_PURCHASE,否,"4572187596!BLUEBERRIES, FRESH,",Department of Defense,,"SEASHORE FRUIT & PRODUCE CO., INC.",blueberries,fruit,2026-05-15,,"4572187596!BLUEBERRIES, FRESH,",,,,,4632.85,,,,,,,,,,,,,OFFICIAL_API,背景证据,,https://api.usaspending.gov/api/v2/search/spending_by_award/,,,,,不能单独证明当前采购需求
usaspending,HISTORICAL_PURCHASE,否,"4572155712!BLUEBERRIES, FRESH,",Department of Defense,,"SEASHORE FRUIT & PRODUCE CO., INC.",blueberries,fruit,2026-05-08,,"4572155712!BLUEBERRIES, FRESH,",,,,,167.92,,,,,,,,,,,,,OFFICIAL_API,背景证据,,https://api.usaspending.gov/api/v2/search/spending_by_award/,,,,,不能单独证明当前采购需求
usaspending,HISTORICAL_PURCHASE,否,"4571943973!BLUEBERRIES, FRESH,",Department of Defense,,"CHICO PRODUCE, INC.",blueberries,fruit,2026-05-27,,"4571943973!BLUEBERRIES, FRESH,",,,,,312.99,,,,,,,,,,,,,OFFICIAL_API,背景证据,,https://api.usaspending.gov/api/v2/search/spending_by_award/,,,,,不能单独证明当前采购需求
usaspending,HISTORICAL_PURCHASE,否,"4571943943!BLUEBERRIES, FRESH,",Department of Defense,,"CHICO PRODUCE, INC.",blueberries,fruit,2026-05-27,,"4571943943!BLUEBERRIES, FRESH,",,,,,221.41,,,,,,,,,,,,,OFFICIAL_API,背景证据,,https://api.usaspending.gov/api/v2/search/spending_by_award/,,,,,不能单独证明当前采购需求
usaspending,HISTORICAL_PURCHASE,否,"4571943941!BLUEBERRIES, FRESH,",Department of Defense,,"CHICO PRODUCE, INC.",blueberries,fruit,2026-05-27,,"4571943941!BLUEBERRIES, FRESH,",,,,,221.41,,,,,,,,,,,,,OFFICIAL_API,背景证据,,https://api.usaspending.gov/api/v2/search/spending_by_award/,,,,,不能单独证明当前采购需求
usaspending,HISTORICAL_PURCHASE,否,"4571943939!BLUEBERRIES, FRESH,",Department of Defense,,"CHICO PRODUCE, INC.",blueberries,fruit,2026-05-27,,"4571943939!BLUEBERRIES, FRESH,",,,,,221.41,,,,,,,,,,,,,OFFICIAL_API,背景证据,,https://api.usaspending.gov/api/v2/search/spending_by_award/,,,,,不能单独证明当前采购需求
usaspending,HISTORICAL_PURCHASE,否,"4571943937!BLUEBERRIES, FRESH,",Department of Defense,,"CHICO PRODUCE, INC.",blueberries,fruit,2026-05-27,,"4571943937!BLUEBERRIES, FRESH,",,,,,221.41,,,,,,,,,,,,,OFFICIAL_API,背景证据,,https://api.usaspending.gov/api/v2/search/spending_by_award/,,,,,不能单独证明当前采购需求
usaspending,HISTORICAL_PURCHASE,否,"4571943896!BLUEBERRIES, FRESH,",Department of Defense,,"CHICO PRODUCE, INC.",blueberries,fruit,2026-05-27,,"4571943896!BLUEBERRIES, FRESH,",,,,,1207.27,,,,,,,,,,,,,OFFICIAL_API,背景证据,,https://api.usaspending.gov/api/v2/search/spending_by_award/,,,,,不能单独证明当前采购需求
usaspending,HISTORICAL_PURCHASE,否,"4571943993!BLUEBERRIES, FRESH,",Department of Defense,,"CHICO PRODUCE, INC.",blueberries,fruit,2026-05-27,,"4571943993!BLUEBERRIES, FRESH,",,,,,1098.4,,,,,,,,,,,,,OFFICIAL_API,背景证据,,https://api.usaspending.gov/api/v2/search/spending_by_award/,,,,,不能单独证明当前采购需求
usaspending,HISTORICAL_PURCHASE,否,"4571943991!BLUEBERRIES, FRESH,",Department of Defense,,"CHICO PRODUCE, INC.",blueberries,fruit,2026-05-27,,"4571943991!BLUEBERRIES, FRESH,",,,,,1011.76,,,,,,,,,,,,,OFFICIAL_API,背景证据,,https://api.usaspending.gov/api/v2/search/spending_by_award/,,,,,不能单独证明当前采购需求
independent_buyer_sites,BUYER_PROCUREMENT_CHANNEL,否,Suppliers,corporate.walmart.com,,,,,,,Skip to main Skip to footer About Business of Better Leadership Board of Directors Sam Walton Walmart Museum & History New Home Office Working at Walmart Sam's Club Walmart International Location Facts Policies Contact Walmart Purpose Opportunity Sustainability Community Ethics & Integrity Belonging Philanthropy ESG & Shared Value Reporting Health & Wellness News Media Library Events Contact Media Relations Investors Events Stock Information Financial Information Corporate Governance ESG Investors Investor Resources Suppliers Supplier Development Supplier Requirements Apply to be a Supplier Supplier Inclusion Sustainability for Suppliers Investing In American Jobs Sam's Club Suppliers Walmart Growth Summits Careers Ask Walmart search close search Powered by generative AI. Results may not fully be accurate. Use is governed by the Generative AI Guidelines and other applicable Walmart policies. Shop Logout Login Logout Logout Notifications Mark All Read All keyboard_arrow_down All Recalls Unread No notification selected Select a notification to display details See All Menu About About Business of Better Leadership Board of Directors Sam Walton Walmart Museum & History New Home Office Working at Walmart Sam's Club Walmart International Location Facts Policies Contact Walmart Purpose Purpose Opportunity Sustainability Community Ethics & Integrity Belonging Philanthropy ESG & Shared Value Reporting Health & Wellness News News Media Library Events Contact Media Relations Investors Investors Events Stock Information Financial Information Corporate Governance ESG Investors Investor Resources Suppliers Suppliers Supplier Development Supplier Requirements Apply to be a Supplier Supplier Inclusion Sustainability for Suppliers Investing In American Jobs Sam's Club Suppliers Walmart Growth Summits Careers Ask Walmart Suppliers Supplier Development Supplier Requirements Apply to be a Supplier Sustainability for Suppliers Investing in American Jobs Click Here To Navigate Close Navi,,,,,,,,,,,,,,,,,,PUBLIC_COMPANY_PAGE,背景证据,registration_required,https://corporate.walmart.com/suppliers,,,,,不能单独证明当前采购需求
tradewheel_matcha_blueberry_us,DIRECT_BUY_REQUIREMENT,是,Bulk Purchase Inquiry for OEM Private Label Organic Matcha Powder,Amelia Miller,US,,matcha,powder,2026-07-29,,"I am interested in making a bulk purchase of organic matcha powder with OEM private label. Please provide pricing, specifications, MOQ, and after-sales service details to enable a smooth collaboration.",,,,,,organic | private_label_oem,,,,True,True,False,,,False,,False,UNVERIFIED_MARKETPLACE_POST,待四维验真,registration_required,https://www.tradewheel.com/buyers/bulk-purchase-inquiry-for-oem-private-label-organic/1001443/,,,2026-08-27T20:02:41+00:00,05b941d68eb6c7b365c0bd0507010dca1134c98e1a33e0d3496c2425aecc6fd2,直接需求仍需主体、历史行为和时效证据
tradewheel_matcha_blueberry_us,DIRECT_BUY_REQUIREMENT,是,Ceremonial Grade Matcha Powder Wanted for Long-Term Supply,Tim,US,,matcha,powder,2026-06-11,,"Hello, I’m an importer and distributor of green coffee based in Southern California, and we are currently expanding into matcha import and distribution for our café and retail network. We are interested in your ceremonial grade matcha options and would appreciate details on availability, pricing, and specifications. Our initial requirement would be approximately : 100 x 1kg bags (trial order) Future monthly demand expected to increase from ~30kg/month as distribution scales Delivery : Warehouse in Orange, CA 92867, USA Kindly share : Ceremonial grade matcha options and quality grades Wholesale pricing (FOB/CIF or delivered pricing if available) Stock availability Sample availability (if possible for evaluation) Lead time and shipping details We are looking to build a long-term supply relationship and expand volumes significantly over time. Thank you, and I look forward to your response.",,approximately : 100 x 1kg bags,30kg/month,,,ceremonial_grade,cafe | retail | distribution,,,True,False,True,FOB | CIF,"Warehouse in Orange, CA 92867, USA",True,,True,UNVERIFIED_MARKETPLACE_POST,待四维验真,registration_required,https://www.tradewheel.com/buyers/ceremonial-grade-matcha-powder-wanted-for-long-term-supply/986397/,,,2026-08-27T20:02:43+00:00,e9ced6717402761ce397456a6ab3839843df5a6c63765fbd26a20e571d1e7c33,直接需求仍需主体、历史行为和时效证据
tradewheel_matcha_blueberry_us,DIRECT_BUY_REQUIREMENT,是,Bulk purchase inquire for Blueberry Flavored Ice Slush Powder Mix,Fatimah Kamara,US,,blueberry,powder_mix,2025-11-30,,"Hey mate, I have rush order for Blueberry Flavored Ice Slush Powder Mix. Contact ASAP.",,,,,,,,,,False,False,False,,,False,URGENT,False,UNVERIFIED_MARKETPLACE_POST,待四维验真,registration_required,https://www.tradewheel.com/buyers/bulk-purchase-inquire-for-blueberry-flavored-ice-slush/907190/,,,2026-08-27T20:02:53+00:00,0ef654ccde1f89581e20fe7fd44bbe63207450e4524ac003c02e9e9298e7a9a7,直接需求仍需主体、历史行为和时效证据
tradewheel_matcha_blueberry_us,DIRECT_BUY_REQUIREMENT,是,"Urgent Need Grapes, Organic Blueberry, Plums",Michael,US,,blueberry,fruit,2025-11-22,,"Hi dear, We want to buy Grapes, Organic Blueberry, Plums on large scale. Awaiting your response to move forward with the purchase.",,,,,,organic,,,,False,False,False,,,False,URGENT,False,UNVERIFIED_MARKETPLACE_POST,待四维验真,registration_required,https://www.tradewheel.com/buyers/urgent-need-grapes-organic-blueberry-plums/903981/,,,2026-08-27T20:02:56+00:00,b4f92585668ee09b812abad88b51cec6fd7ac5d1d63df6c3f437d115a557b32d,直接需求仍需主体、历史行为和时效证据
tradewheel_matcha_blueberry_us,DIRECT_BUY_REQUIREMENT,是,Interested in Fresh Blueberries And Strawberries.,Don Starrett,US,,blueberries,fresh_fruit,Over 1 year ago,,Interested in pricing and availability of organic and conventional blueberries and strawberries.,,,,,,organic,,,,True,False,False,,,False,,False,UNVERIFIED_MARKETPLACE_POST,待四维验真,registration_required,https://www.tradewheel.com/buyers/interested-in-fresh-blueberries-and-strawberries/630901/,,,2026-08-27T20:03:02+00:00,94e72695d6b3a79e6f03a02d4a5e1a6ff82daf02c4a8a7349f2f152c7f036315,直接需求仍需主体、历史行为和时效证据
tradewheel_matcha_blueberry_us,DIRECT_BUY_REQUIREMENT,是,Buy Dried BLueberry,Amanda Fergie,US,,blueberry,dried_fruit,Over 1 year ago,,"Hi, I am looking for dried blueberry that doesnt need to be transported in refrigerated container. If you have this prodct, please, send email to ammfergie----hotmail.com thank you!",,,,,,,,,non_refrigerated,False,False,False,,,False,,False,UNVERIFIED_MARKETPLACE_POST,待四维验真,registration_required,https://www.tradewheel.com/buyers/buy-dried-blueberry/184461/,,,2026-08-27T20:03:04+00:00,d4b971eeb7e403042565953f7ad432e13f201b0a57fdc21393cc4eb4d6c867d6,直接需求仍需主体、历史行为和时效证据
sam_gov,DIRECT_PROCUREMENT_OPPORTUNITY,是,FCI Gilmer FY27 1st Qtr Food,"JUSTICE, DEPARTMENT OF.FEDERAL PRISON SYSTEM / BUREAU OF PRISONS.FCI GILMER",,,food,,2026-08-27,2026-09-08T16:00:00-04:00,,,,,,,,,,,,,,,,,,,OFFICIAL_API,NEEDS_LINE_ITEM_REVIEW,,https://sam.gov/workspace/contract/opp/4fa452aa40ac473ab7a705ee4f43a669/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=4fa452aa40ac473ab7a705ee4f43a669,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/3c347da423e142519d3d8704ad0f7f38/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fd903ffb622f4a97bc132d174e35b382/download,2026-08-27T20:27:26+00:00,36cbf2fc269a63880a1d9d5e45c41e49c4636b334d8d4ce137f12916fc9236d7,相邻食品采购；必须核对附件行项目，尚非抹茶/蓝莓精确命中
sam_gov,DIRECT_PROCUREMENT_OPPORTUNITY,是,Q1 FY27 Food Products - FCI Cumberland,"JUSTICE, DEPARTMENT OF.FEDERAL PRISON SYSTEM / BUREAU OF PRISONS.FCI CUMBERLAND",,,food,,2026-08-27,2026-09-03T12:00:00-04:00,,,,,,,,,,,,,,,,,,,OFFICIAL_API,NEEDS_LINE_ITEM_REVIEW,,https://sam.gov/workspace/contract/opp/2b072febde5c48b28be660bb0737e60b/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=2b072febde5c48b28be660bb0737e60b,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/1c99478c29f94b8087cdea9e1f10dc9e/download,2026-08-27T20:27:26+00:00,36cbf2fc269a63880a1d9d5e45c41e49c4636b334d8d4ce137f12916fc9236d7,相邻食品采购；必须核对附件行项目，尚非抹茶/蓝莓精确命中
sam_gov,DIRECT_PROCUREMENT_OPPORTUNITY,是,SHELL EGGS for use in Domestic Food Assistance Programs,"AGRICULTURE, DEPARTMENT OF.AGRICULTURAL MARKETING SERVICE.USDA  AMS  3J14",,,food,,2026-08-26,2026-09-11T13:00:00-05:00,,,,,,,,,,,,,,,,,,,OFFICIAL_API,NEEDS_LINE_ITEM_REVIEW,,https://sam.gov/workspace/contract/opp/bd21b8e7d71c4874b51d19d398f69cff/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=bd21b8e7d71c4874b51d19d398f69cff,,2026-08-27T20:27:26+00:00,36cbf2fc269a63880a1d9d5e45c41e49c4636b334d8d4ce137f12916fc9236d7,相邻食品采购；必须核对附件行项目，尚非抹茶/蓝莓精确命中
sam_gov,DIRECT_PROCUREMENT_OPPORTUNITY,是,FCI Atlanta FY2027 1ST QTR Quarterly Subsistence Food Products,"JUSTICE, DEPARTMENT OF.FEDERAL PRISON SYSTEM / BUREAU OF PRISONS.FCI ATLANTA",,,food,,2026-08-26,2026-09-05T16:00:00-04:00,,,,,,,,,,,,,,,,,,,OFFICIAL_API,NEEDS_LINE_ITEM_REVIEW,,https://sam.gov/workspace/contract/opp/5fbd3158e5ea4bbf850d366e341af687/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=5fbd3158e5ea4bbf850d366e341af687,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0af20ed1f61e4755aa9a4cf11603e9a3/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/89e9d8c9f65e426a95ac3126a36de477/download,2026-08-27T20:27:26+00:00,36cbf2fc269a63880a1d9d5e45c41e49c4636b334d8d4ce137f12916fc9236d7,相邻食品采购；必须核对附件行项目，尚非抹茶/蓝莓精确命中
sam_gov,DIRECT_PROCUREMENT_OPPORTUNITY,是,FCC Yazoo City FY 2027 Q1 Food Service Subsistence Requirements,"JUSTICE, DEPARTMENT OF.FEDERAL PRISON SYSTEM / BUREAU OF PRISONS.FCC YAZOO CITY",,,food,,2026-08-26,2026-09-11T11:00:00-04:00,,,,,,,,,,,,,,,,,,,OFFICIAL_API,NEEDS_LINE_ITEM_REVIEW,,https://sam.gov/workspace/contract/opp/52b4f6e3410945eababa6aa72814ccf0/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=52b4f6e3410945eababa6aa72814ccf0,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/c9fc1224daaf40aa863fa91a6684b4b8/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/fd9fae26b1cf4261a8ba48708c146b5a/download,2026-08-27T20:27:26+00:00,36cbf2fc269a63880a1d9d5e45c41e49c4636b334d8d4ce137f12916fc9236d7,相邻食品采购；必须核对附件行项目，尚非抹茶/蓝莓精确命中
sam_gov,DIRECT_PROCUREMENT_OPPORTUNITY,是,Ham & Pork Products for use in Domestic Food Assistance Programs,"AGRICULTURE, DEPARTMENT OF.AGRICULTURAL MARKETING SERVICE.USDA  AMS  3J14",,,food,,2026-08-26,2026-09-09T14:00:00-05:00,,,,,,,,,,,,,,,,,,,OFFICIAL_API,NEEDS_LINE_ITEM_REVIEW,,https://sam.gov/workspace/contract/opp/4666c3311e7b4d36a5d22fed1766b6d0/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=4666c3311e7b4d36a5d22fed1766b6d0,,2026-08-27T20:27:26+00:00,36cbf2fc269a63880a1d9d5e45c41e49c4636b334d8d4ce137f12916fc9236d7,相邻食品采购；必须核对附件行项目，尚非抹茶/蓝莓精确命中
sam_gov,DIRECT_PROCUREMENT_OPPORTUNITY,是,BULK TURKEY for use in Domestic Food Assistance Programs,"AGRICULTURE, DEPARTMENT OF.AGRICULTURAL MARKETING SERVICE.USDA  AMS  3J14",,,food,,2026-08-26,2026-09-09T13:00:00-05:00,,,,,,,,,,,,,,,,,,,OFFICIAL_API,NEEDS_LINE_ITEM_REVIEW,,https://sam.gov/workspace/contract/opp/226933cc838a428bbbbdcfd20fc14ae8/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=226933cc838a428bbbbdcfd20fc14ae8,,2026-08-27T20:27:26+00:00,36cbf2fc269a63880a1d9d5e45c41e49c4636b334d8d4ce137f12916fc9236d7,相邻食品采购；必须核对附件行项目，尚非抹茶/蓝莓精确命中
sam_gov,DIRECT_PROCUREMENT_OPPORTUNITY,是,"Various Oil, Dry Bean, Fortified Milled Rice, Peas, Lentils and Corn-Soy Blend Plus Products for use in International Food Assistance Programs","AGRICULTURE, DEPARTMENT OF.AGRICULTURAL MARKETING SERVICE.USDA  AMS  3J14",,,food,,2026-08-26,2026-09-01T09:00:00-05:00,,,,,,,,,,,,,,,,,,,OFFICIAL_API,NEEDS_LINE_ITEM_REVIEW,,https://sam.gov/workspace/contract/opp/10a9491b2ed74d9680be9219a22728f4/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=10a9491b2ed74d9680be9219a22728f4,,2026-08-27T20:27:26+00:00,36cbf2fc269a63880a1d9d5e45c41e49c4636b334d8d4ce137f12916fc9236d7,相邻食品采购；必须核对附件行项目，尚非抹茶/蓝莓精确命中
sam_gov,DIRECT_PROCUREMENT_OPPORTUNITY,是,Commercial food delivery service for MSG,"STATE, DEPARTMENT OF.STATE, DEPARTMENT OF.US EMBASSY TALLINN",,,food,,2026-08-21,2026-09-18T17:00:00+03:00,,,,,,,,,,,,,,,,,,,OFFICIAL_API,NEEDS_LINE_ITEM_REVIEW,,https://sam.gov/workspace/contract/opp/6293c08329774989b5ef5b923194be03/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=6293c08329774989b5ef5b923194be03,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/ed43da0041ee4724b13bfcc7430f217d/download,2026-08-27T20:27:26+00:00,36cbf2fc269a63880a1d9d5e45c41e49c4636b334d8d4ce137f12916fc9236d7,相邻食品采购；必须核对附件行项目，尚非抹茶/蓝莓精确命中
sam_gov,DIRECT_PROCUREMENT_OPPORTUNITY,是,MISC FOOD ITEMS FOR MAINLAND JAPAN,DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.TROOP SUPPORT SUBSISTENCE.DLA TROOP SUPPORT INDO-PACIFIC,,,food,,2026-08-20,2026-09-03T12:00:00+09:00,,,,,,,,,,,,,,,,,,,OFFICIAL_API,NEEDS_LINE_ITEM_REVIEW,,https://sam.gov/workspace/contract/opp/f58376cd7d68470d83b6f50d52124a39/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=f58376cd7d68470d83b6f50d52124a39,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/4fc5c68e5ca849debbe5efb78721a873/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/a08cc01071664d42a31db0d416bb57b6/download,2026-08-27T20:27:26+00:00,36cbf2fc269a63880a1d9d5e45c41e49c4636b334d8d4ce137f12916fc9236d7,相邻食品采购；必须核对附件行项目，尚非抹茶/蓝莓精确命中
sam_gov,DIRECT_PROCUREMENT_OPPORTUNITY,是,"Section 32 Dry Edible Beans, Peas and Lentils for use in Domestic Food Assistance Programs","AGRICULTURE, DEPARTMENT OF.AGRICULTURAL MARKETING SERVICE.USDA  AMS  3J14",,,food,,2026-08-20,2026-09-03T13:00:00-05:00,,,,,,,,,,,,,,,,,,,OFFICIAL_API,NEEDS_LINE_ITEM_REVIEW,,https://sam.gov/workspace/contract/opp/7dea6ecca7e74fbb96b11aec770db4a8/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=7dea6ecca7e74fbb96b11aec770db4a8,,2026-08-27T20:27:26+00:00,36cbf2fc269a63880a1d9d5e45c41e49c4636b334d8d4ce137f12916fc9236d7,相邻食品采购；必须核对附件行项目，尚非抹茶/蓝莓精确命中
sam_gov,DIRECT_PROCUREMENT_OPPORTUNITY,是,DISTRICT 3 WIDE FOOD CONTRACT,"INTERIOR, DEPARTMENT OF THE.BUREAU OF INDIAN AFFAIRS.WESTERN REGION",,,food,,2026-08-19,2026-09-04T17:00:00-07:00,,,,,,,,,,,,,,,,,,,OFFICIAL_API,NEEDS_LINE_ITEM_REVIEW,,https://sam.gov/workspace/contract/opp/422a6f8738bb496dad9a1e32a23e2bf7/view,https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=422a6f8738bb496dad9a1e32a23e2bf7,https://sam.gov/api/prod/opps/v3/opportunities/resources/files/0d218ad48d7b4e22bae25564af95a8d4/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/2f643495995f48b9a07e962a593f5569/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/614095762add4c3699a085ee4a17d6f2/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/664bd3dc36754c34941ddc412018dead/download | https://sam.gov/api/prod/opps/v3/opportunities/resources/files/7aa9af4c38a04fd7bda53a2f5434c947/download,2026-08-27T20:27:26+00:00,36cbf2fc269a63880a1d9d5e45c41e49c4636b334d8d4ce137f12916fc9236d7,相邻食品采购；必须核对附件行项目，尚非抹茶/蓝莓精确命中
